,МАРКА,t вып-обр,t обработка,t под током,t продувка,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,чист расход V,температура первая,температура последняя,Ar (интенс.),эл. энергия (интенс.),произв жидкая сталь,произв количество обработок,расход газ Ar,сыпуч известь РП,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь КМ1,сыпуч  шпат плав.,ферспл CaC2,ферспл  FeV-80,ферспл  Mn5Si65Al0.5,ферспл SiMn18,ферспл  фх850А,эл. энергия,химсталь первый Al_1,химсталь первый C_1,химсталь первый Cr_1,химсталь первый Cu_1,химсталь первый Mn_1,химсталь первый Mo_1,химсталь первый N_1,химсталь первый Ni_1,химсталь первый P_1,химсталь первый S_1,химсталь первый Si_1,химсталь первый Ti_1,химсталь первый V_1,химсталь последний Al,химсталь последний C,химсталь последний Ca,химсталь последний Cr,химсталь последний Cu,химсталь последний Mn,химсталь последний Mo,химсталь последний N,химсталь последний Ni,химсталь последний P,химсталь последний S,химсталь последний Si,химсталь последний Ti,химсталь последний V,химшлак первый Al2O3_1,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак первый SiO2_1,химшлак последний Al2O3,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2,isna_SiO2,isna_Al2O3
5518,Э76ХФ,31.0,41.6833333,20.8166667,41.6833333,0.28729,0.110088,0.129646,0.137784,0.0415102,1542.0,1582.0,9.265573800000002,13313.3706966,115.2,1.0,12.874,0.07300000000000001,0.05,0.28600000000000003,0.027999999999999997,0.02,0.052083000000000004,0.162,0.19,0.198,4619.0,0.002,0.561,0.325,0.11800000000000001,0.675,0.006999999999999999,0.009000000000000001,0.081,0.009000000000000001,0.022000000000000002,0.44299999999999995,0.002,0.003,0.003,0.763,0.0005,0.418,0.11800000000000001,0.784,0.006,0.011000000000000001,0.08199999999999999,0.01,0.017,0.565,0.003,0.038,3.9,56.9,0.8,11.1,0.12,2.7,20.7,4.4,57.8,0.6,9.8,0.1,2.3,25.7,False,False
5519,Э76ХФ,31.0,46.533333299999995,20.15,46.533333299999995,0.33074499999999996,0.133996,0.10635499999999999,0.13398,0.0404151,1561.0,1575.0,7.763186200000001,13182.133995,117.4,1.0,12.02,0.12300000000000003,0.05,0.336,0.027999999999999997,0.02,0.050709,0.165,0.155,0.24100000000000002,4427.0,0.002,0.526,0.311,0.11199999999999999,0.696,0.006999999999999999,0.009000000000000001,0.066,0.009000000000000001,0.022000000000000002,0.45399999999999996,0.002,0.003,0.003,0.767,0.0002,0.42,0.111,0.7829999999999999,0.006,0.011000000000000001,0.067,0.01,0.018000000000000002,0.565,0.003,0.037000000000000005,4.7,53.4,0.5,10.9,0.08,2.2,24.2,5.1,54.1,0.6,5.5,0.08,2.5,21.9,False,False
5520,Э76ХФ,30.0,52.9166667,30.016666700000002,52.9166667,0.37615,0.090072,0.105419,0.099816,0.0415683,1574.0,1627.0,8.419364100000001,13290.6163243,110.3,1.0,14.638,0.14500000000000002,0.18,0.28800000000000003,0.027999999999999997,0.02,0.052155999999999994,0.113,0.155,0.162,6649.0,0.002,0.499,0.341,0.15,0.69,0.008,0.009000000000000001,0.081,0.009000000000000001,0.024,0.473,0.002,0.003,0.004,0.765,0.0007,0.42,0.149,0.782,0.008,0.011000000000000001,0.081,0.01,0.017,0.5670000000000001,0.003,0.039,3.9,53.3,0.9,13.1,0.08,2.1,25.4,4.5,58.0,0.7,7.5,0.07,2.2,25.8,False,False
5521,Э76ХФ,37.0,49.2333333,27.7,49.2333333,0.333995,0.15734800000000002,0.203755,0.158727,0.0411356,1549.0,1617.0,8.2730535,13548.7364621,114.4,1.0,13.577,0.196,0.05,0.332,0.027999999999999997,0.02,0.051613,0.166,0.301,0.28300000000000003,6255.0,0.002,0.523,0.284,0.109,0.605,0.006,0.01,0.064,0.005,0.019,0.44,0.001,0.002,0.003,0.762,0.0002,0.418,0.109,0.78,0.005,0.011000000000000001,0.064,0.006,0.013999999999999999,0.561,0.002,0.038,4.7,50.6,0.5,15.1,0.23,2.0,25.7,4.6,55.4,0.7,10.7,0.13,2.2,24.9,False,False
5522,Э76ХФ,11.0,115.9,38.6833333,115.9,0.402266,0.12584,0.13811174999999998,0.127331,0.040082099999999996,1601.0,1557.0,5.7436495,12675.2261956,112.1,2.0,21.92,0.116,0.05,0.42,0.07200000000000001,0.02,0.050492,0.14,0.213,0.223,8172.0,0.002,0.536,0.308,0.1,0.63,0.008,0.011000000000000001,0.069,0.006,0.02,0.466,0.002,0.003,0.003,0.773,0.0001,0.428,0.10099999999999999,0.784,0.008,0.012,0.07,0.006999999999999999,0.016,0.5479999999999999,0.002,0.037000000000000005,5.2,50.2,1.2,22.8,0.12,2.1,23.5,5.0,57.1,0.6,4.0,0.08,2.3,24.4,False,False
5524,Э76ХФ,72.0,4.6833333,2.8666667,4.6833333,0.402266,0.12584,0.13811174999999998,0.127331,0.040082099999999996,1534.0,1533.0,10.082562300000001,12746.5116279,117.2,1.0,1.574,0.116,0.05,0.42,0.0,0.02,0.050492,0.14,0.213,0.223,609.0,0.001,0.48,0.282,0.08199999999999999,0.632,0.006,0.012,0.055999999999999994,0.008,0.022000000000000002,0.408,0.001,0.003,0.004,0.767,0.0003,0.42,0.084,0.8059999999999999,0.005,0.011000000000000001,0.057,0.01,0.006999999999999999,0.584,0.002,0.035,4.6,50.0,0.5,13.8,0.24,1.9,26.2,4.7,52.2,1.0,12.7,0.39,2.1,25.1,False,False
5525,Э76ХФ,28.0,50.7,20.0166667,50.7,0.344935,0.162908,0.190143,0.19386,0.039492900000000004,1573.0,1595.0,7.9443787,13135.0541216,116.0,1.0,13.425999999999998,0.264,0.05,0.345,0.021,0.02,0.049552,0.225,0.27899999999999997,0.293,4382.0,0.002,0.508,0.284,0.08800000000000001,0.631,0.006,0.01,0.059000000000000004,0.006999999999999999,0.021,0.418,0.001,0.002,0.003,0.77,0.0002,0.42100000000000004,0.08800000000000001,0.79,0.005,0.012,0.06,0.008,0.015,0.565,0.002,0.036000000000000004,4.4,47.7,0.4,14.5,0.27,1.8,25.9,4.4,54.5,0.7,11.2,0.1,2.2,25.7,False,False
5527,Э76ХФ,9.0,62.216666700000005,16.3666667,62.216666700000005,0.339855,0.096188,0.254821,0.28164,0.0323144,1610.0,1600.0,7.1773373,12889.6130346,113.8,1.0,14.885,0.116,0.05,0.349,0.085,0.02,0.040545,0.335,0.373,0.17300000000000001,3516.0,0.002,0.511,0.341,0.07400000000000001,0.583,0.006,0.008,0.051,0.008,0.017,0.354,0.001,0.01,0.003,0.7659999999999999,0.0004,0.42100000000000004,0.075,0.795,0.005,0.01,0.051,0.01,0.015,0.57,0.002,0.036000000000000004,3.6,56.8,1.3,8.8,0.18,2.5,22.5,4.5,54.4,0.6,10.8,0.12,2.4,24.9,False,False
5528,Э76ХФ,33.0,40.0,18.1833333,40.0,0.28243,0.068944,0.042485,0.124053,0.0404151,1534.0,1571.0,7.76025,13499.1750687,115.3,1.0,10.347000000000001,0.12500000000000003,0.05,0.29100000000000004,0.071,0.02,0.050709,0.174,0.059000000000000004,0.124,4091.0,0.002,0.564,0.365,0.087,0.748,0.005,0.006999999999999999,0.053,0.008,0.018000000000000002,0.461,0.002,0.004,0.002,0.7829999999999999,0.0001,0.419,0.086,0.7809999999999999,0.004,0.009000000000000001,0.053,0.009000000000000001,0.015,0.555,0.002,0.038,4.2,51.8,0.6,16.1,0.2,2.1,24.4,4.5,54.5,0.6,11.5,0.1,2.2,26.0,False,False
5529,Э76ХФ,26.0,40.533333299999995,17.716666699999998,40.533333299999995,0.36846,0.162352,0.139902,0.173601,0.0403864,1551.0,1578.0,7.7425164,13160.4891816,117.9,1.0,10.460999999999999,0.09600000000000002,0.05,0.376,0.047,0.02,0.050673,0.213,0.204,0.292,3886.0,0.002,0.5,0.28600000000000003,0.075,0.6709999999999999,0.004,0.008,0.05,0.01,0.022000000000000002,0.433,0.002,0.003,0.003,0.767,0.0002,0.418,0.075,0.787,0.003,0.011000000000000001,0.051,0.011000000000000001,0.019,0.563,0.002,0.036000000000000004,4.7,54.7,0.7,11.1,0.14,2.8,19.6,4.2,56.3,0.5,12.1,0.16,2.2,25.9,False,False
5530,Э76ХФ,30.0,40.3666667,15.65,40.3666667,0.251805,0.14734,0.107346,0.14597100000000002,0.04006919999999999,1552.0,1571.0,7.1204789,13778.913738,115.9,1.0,9.581,0.07400000000000001,0.05,0.23600000000000002,0.046,0.02,0.050275,0.183,0.156,0.265,3594.0,0.002,0.589,0.293,0.08800000000000001,0.693,0.005,0.009000000000000001,0.057999999999999996,0.01,0.019,0.45399999999999996,0.002,0.003,0.003,0.78,0.0003,0.415,0.087,0.7829999999999999,0.004,0.011000000000000001,0.057999999999999996,0.011000000000000001,0.016,0.564,0.002,0.037000000000000005,4.8,47.1,0.4,12.2,0.13,2.2,21.3,4.5,55.3,0.6,11.3,0.12,2.2,25.5,False,False
5531,Э76ХФ,30.0,40.2,15.5333333,40.2,0.30433499999999997,0.15623599999999999,0.165502,0.140781,0.0392905,1551.0,1569.0,7.9701493,13731.7596567,113.6,1.0,10.68,0.09500000000000001,0.05,0.297,0.032,0.02,0.049298,0.153,0.244,0.281,3555.0,0.002,0.5379999999999999,0.287,0.09699999999999999,0.6409999999999999,0.006999999999999999,0.01,0.075,0.008,0.02,0.461,0.002,0.003,0.003,0.76,0.0002,0.418,0.09699999999999999,0.7879999999999999,0.006,0.01,0.075,0.008,0.018000000000000002,0.56,0.003,0.036000000000000004,4.2,48.1,0.7,8.8,0.07,2.4,20.3,4.2,48.9,0.6,9.3,0.07,2.4,20.5,False,False
5532,Э76ХФ,28.0,41.6833333,12.833333300000001,41.6833333,0.30061,0.140112,0.123805,0.14221199999999998,0.039492900000000004,1570.0,1578.0,10.7467413,12642.0779221,114.8,1.0,14.932,0.09500000000000001,0.05,0.297,0.04,0.02,0.049552,0.171,0.18100000000000002,0.252,2704.0,0.002,0.5489999999999999,0.298,0.098,0.675,0.006,0.01,0.066,0.011000000000000001,0.021,0.461,0.002,0.003,0.003,0.759,0.0002,0.41700000000000004,0.1,0.7929999999999999,0.005,0.008,0.066,0.011000000000000001,0.016,0.561,0.002,0.036000000000000004,3.8,54.6,0.4,16.2,0.12,2.1,25.5,3.9,53.1,0.8,13.8,0.15,2.2,25.2,False,False
5533,Э76ХФ,25.0,41.716666700000005,13.85,41.716666700000005,0.34763,0.174584,0.192974,0.176289,0.0401266,1560.0,1579.0,10.0305234,13204.332129999999,116.6,1.0,13.948,0.155,0.05,0.34600000000000003,0.031,0.02,0.050347,0.19699999999999998,0.284,0.314,3048.0,0.002,0.506,0.272,0.09300000000000001,0.622,0.006,0.011000000000000001,0.061,0.006999999999999999,0.019,0.435,0.002,0.003,0.003,0.772,0.0001,0.41600000000000004,0.096,0.7829999999999999,0.005,0.009000000000000001,0.063,0.006999999999999999,0.018000000000000002,0.564,0.002,0.035,4.0,47.3,0.3,13.4,0.08,2.1,22.4,4.3,56.3,0.5,12.6,0.16,2.2,25.7,False,False
5534,Э76ХФ,26.0,43.716666700000005,15.7166667,43.716666700000005,0.347385,0.161796,0.16871,0.161151,0.0402708,1564.0,1576.0,9.6845266,13380.699894,116.1,1.0,13.978,0.14300000000000002,0.06,0.349,0.039,0.02,0.050527999999999997,0.183,0.248,0.29100000000000004,3505.0,0.002,0.5,0.284,0.094,0.648,0.011000000000000001,0.009000000000000001,0.069,0.008,0.021,0.449,0.002,0.003,0.003,0.767,0.0002,0.419,0.09300000000000001,0.7879999999999999,0.01,0.01,0.071,0.009000000000000001,0.017,0.5770000000000001,0.003,0.037000000000000005,5.0,52.0,0.3,10.9,0.06,2.2,23.5,4.8,53.8,0.9,14.6,0.16,2.2,25.4,False,False
5535,Э76ХФ,33.0,39.033333299999995,15.516666699999998,41.5166667,0.33675,0.15901600000000002,0.17902200000000001,0.150651,0.0399249,1583.0,1580.0,10.218980499999999,13553.1686359,116.8,2.0,14.088,0.14899999999999997,0.05,0.336,0.064,0.02,0.050094,0.163,0.264,0.28600000000000003,3505.0,0.002,0.51,0.28,0.10400000000000001,0.629,0.008,0.01,0.069,0.006999999999999999,0.02,0.441,0.002,0.003,0.003,0.769,0.0002,0.41200000000000003,0.10300000000000001,0.777,0.006999999999999999,0.011000000000000001,0.07,0.008,0.017,0.556,0.003,0.034,4.4,45.4,0.5,11.0,0.1,2.2,20.7,4.6,56.1,0.7,11.1,0.12,2.2,25.4,False,False
5536,Э76ХФ,38.0,44.5166667,19.6833333,44.5166667,0.33618000000000003,0.142336,0.131955,0.10116,0.0387143,1583.0,1580.0,10.171428599999999,11696.1896698,113.3,1.0,14.952,0.14500000000000002,0.152,0.252,0.041,0.02,0.048575,0.105,0.195,0.256,3837.0,0.001,0.523,0.289,0.107,0.652,0.009000000000000001,0.009000000000000001,0.071,0.006999999999999999,0.02,0.452,0.003,0.003,0.003,0.7509999999999999,0.0004,0.41200000000000003,0.109,0.772,0.009000000000000001,0.009000000000000001,0.07200000000000001,0.008,0.015,0.5529999999999999,0.003,0.036000000000000004,3.8,52.3,1.1,10.7,0.09,2.3,23.0,4.1,56.0,0.6,9.4,0.11,2.2,25.8,False,False
5537,Э76ХФ,42.0,45.5166667,17.1666667,45.5166667,0.31956999999999997,0.163464,0.17732799999999999,0.137181,0.0393774,1583.0,1576.0,14.264200699999998,12502.135922299998,114.7,1.0,21.638,0.177,0.05,0.314,0.07200000000000001,0.02,0.049407,0.14300000000000002,0.262,0.294,3577.0,0.002,0.529,0.28,0.102,0.636,0.006999999999999999,0.009000000000000001,0.067,0.006999999999999999,0.019,0.45799999999999996,0.002,0.003,0.003,0.762,0.0003,0.419,0.102,0.7929999999999999,0.006,0.012,0.068,0.008,0.015,0.574,0.003,0.036000000000000004,4.1,54.0,0.4,13.1,0.07,2.1,25.2,4.8,57.2,0.4,8.0,0.1,2.2,25.5,False,False
5538,Э76ХФ,48.0,44.3666667,21.8666667,44.3666667,0.332475,0.165132,0.194615,0.163644,0.04006919999999999,1549.0,1579.0,12.0208106,13200.914634100001,116.3,1.0,17.714000000000002,0.19899999999999998,0.05,0.32899999999999996,0.032,0.02,0.050275,0.177,0.287,0.297,4811.0,0.002,0.516,0.27899999999999997,0.10300000000000001,0.627,0.009000000000000001,0.009000000000000001,0.079,0.006,0.021,0.447,0.002,0.002,0.003,0.773,0.001,0.41600000000000004,0.10300000000000001,0.789,0.008,0.012,0.08,0.006999999999999999,0.018000000000000002,0.568,0.002,0.037000000000000005,3.8,52.3,0.4,13.2,0.09,2.0,25.6,3.9,56.2,0.5,10.7,0.11,2.2,26.1,False,False
5539,Э76ХФ,46.0,41.033333299999995,18.8666667,41.033333299999995,0.343415,0.187372,0.23046999999999998,0.19078499999999998,0.0402995,1576.0,1582.0,13.3238095,12749.469964700002,118.0,1.0,18.187,0.197,0.05,0.337,0.016,0.02,0.050564,0.205,0.34,0.337,4009.0,0.002,0.521,0.256,0.081,0.596,0.006999999999999999,0.009000000000000001,0.062,0.006999999999999999,0.019,0.41200000000000003,0.002,0.003,0.003,0.762,0.0003,0.423,0.08199999999999999,0.7879999999999999,0.006,0.013000000000000001,0.06,0.006999999999999999,0.015,0.569,0.002,0.037000000000000005,4.3,50.7,0.5,16.0,0.19,2.0,25.6,4.3,54.1,0.6,10.7,0.12,2.2,24.7,False,False
5540,Э76ХФ,23.0,45.8833333,23.5666667,45.8833333,0.29498,0.149008,0.13350399999999998,0.133518,0.0382241,1599.0,1626.0,12.1906114,13559.830268700001,112.0,1.0,18.611,0.27399999999999997,0.05,0.28800000000000003,0.026000000000000002,0.02,0.04796,0.154,0.196,0.268,5326.0,0.002,0.561,0.289,0.086,0.674,0.006,0.012,0.057999999999999996,0.008,0.019,0.465,0.002,0.003,0.004,0.752,0.0003,0.418,0.086,0.797,0.005,0.012,0.057999999999999996,0.009000000000000001,0.01,0.5660000000000001,0.002,0.037000000000000005,4.8,53.8,0.5,13.1,0.1,2.2,24.5,4.6,57.5,0.7,11.5,0.1,2.6,22.0,False,False
5541,Э76ХФ,35.0,45.05,22.5166667,45.05,0.28981,0.15679200000000001,0.137218,0.12399600000000001,0.03857,1570.0,1594.0,10.1212951,13366.0991858,112.6,1.0,15.196,0.12500000000000003,0.05,0.28,0.0,0.02,0.048394,0.138,0.20199999999999999,0.282,5016.0,0.002,0.5670000000000001,0.28300000000000003,0.102,0.6709999999999999,0.006,0.012,0.064,0.006999999999999999,0.019,0.465,0.002,0.003,0.003,0.77,0.0003,0.418,0.102,0.794,0.005,0.013000000000000001,0.065,0.008,0.018000000000000002,0.5670000000000001,0.003,0.037000000000000005,4.4,57.0,0.4,11.1,0.1,2.4,23.7,3.4,56.5,0.9,9.4,0.2,2.2,25.5,False,False
5542,Э76ХФ,42.0,48.533333299999995,25.033333300000002,48.533333299999995,0.33359,0.17347200000000002,0.189207,0.159696,0.0388004,1553.0,1604.0,13.071016499999999,13817.5765646,113.4,1.0,21.146,0.16399999999999998,0.05,0.32899999999999996,0.0,0.02,0.048683,0.17300000000000001,0.27899999999999997,0.312,5765.0,0.002,0.49700000000000005,0.266,0.083,0.615,0.006,0.013000000000000001,0.061,0.006,0.02,0.43799999999999994,0.002,0.003,0.003,0.769,0.0004,0.413,0.084,0.7809999999999999,0.005,0.013999999999999999,0.062,0.006,0.015,0.562,0.003,0.037000000000000005,4.0,52.9,0.7,12.9,0.11,2.1,24.9,4.3,55.0,0.3,11.3,0.1,2.2,25.5,False,False
5543,Э76ХФ,62.0,45.533333299999995,22.716666699999998,45.533333299999995,0.23256,0.130104,0.119948,0.122334,0.0398094,1548.0,1585.0,12.5616458,13884.959647799998,115.4,1.0,18.996,0.13300000000000003,0.05,0.215,0.027000000000000003,0.02,0.049949,0.142,0.17600000000000002,0.23399999999999999,5257.0,0.002,0.583,0.305,0.069,0.6940000000000001,0.004,0.013999999999999999,0.05,0.009000000000000001,0.016,0.47200000000000003,0.002,0.004,0.003,0.755,0.0003,0.414,0.07400000000000001,0.795,0.004,0.013000000000000001,0.052000000000000005,0.01,0.013999999999999999,0.561,0.003,0.038,4.4,57.3,0.5,9.8,0.12,2.4,23.9,3.7,55.2,0.8,12.1,0.17,2.1,26.3,False,False
5544,Э76ХФ,64.0,44.1833333,18.9833333,44.1833333,0.2977067,0.16402,0.128582,0.147309,0.0396946,1557.0,1576.0,13.439455800000001,13435.996488100001,115.8,1.0,19.756,0.14300000000000002,0.05,0.28300000000000003,0.027999999999999997,0.02,0.049805,0.177,0.188,0.295,4251.0,0.002,0.562,0.276,0.084,0.679,0.005,0.01,0.057,0.008,0.017,0.447,0.002,0.003,0.004,0.759,0.0005,0.415,0.085,0.79,0.005,0.011000000000000001,0.057999999999999996,0.009000000000000001,0.012,0.575,0.003,0.037000000000000005,4.2,51.3,0.4,9.4,0.09,2.3,22.5,4.0,56.9,0.6,6.5,0.1,2.2,25.9,False,False
5545,Э76ХФ,41.0,41.7,20.533333300000002,41.7,0.35118,0.137888,0.17446,0.177582,0.0397233,1552.0,1575.0,11.5079137,13272.0779221,115.8,1.0,15.995999999999999,0.162,0.05,0.358,0.0,0.02,0.049841,0.20600000000000002,0.256,0.248,4542.0,0.002,0.518,0.303,0.085,0.643,0.005,0.01,0.061,0.006,0.02,0.426,0.002,0.003,0.003,0.77,0.0003,0.41700000000000004,0.085,0.792,0.005,0.012,0.062,0.006999999999999999,0.017,0.562,0.003,0.037000000000000005,5.0,54.4,0.4,1.1,0.08,2.2,24.9,4.4,54.7,0.5,12.1,0.12,2.1,25.7,False,False
5546,Э76ХФ,44.0,44.8666667,20.8666667,44.8666667,0.329945,0.13733199999999998,0.14363499999999998,0.140592,0.0391462,1547.0,1577.0,8.612852900000002,13655.2715655,113.7,1.0,12.880999999999998,0.13900000000000004,0.05,0.33299999999999996,0.046,0.02,0.049117,0.161,0.21100000000000002,0.247,4749.0,0.002,0.534,0.302,0.10099999999999999,0.664,0.006999999999999999,0.011000000000000001,0.061,0.008,0.022000000000000002,0.446,0.002,0.003,0.003,0.767,0.0004,0.418,0.1,0.79,0.006,0.012,0.061,0.009000000000000001,0.016,0.568,0.003,0.037000000000000005,3.7,56.0,2.3,12.8,0.46,2.3,24.0,4.5,60.4,0.3,10.6,0.08,2.4,25.3,False,False
5547,Э76ХФ,50.0,41.6833333,18.716666699999998,41.6833333,0.352545,0.146228,0.203827,0.161355,0.039002800000000004,1572.0,1579.0,13.942982800000001,13794.122885100001,113.6,1.0,19.373,0.128,0.05,0.35700000000000004,0.04,0.02,0.048937,0.17,0.301,0.263,4303.0,0.002,0.519,0.294,0.109,0.615,0.006,0.011000000000000001,0.068,0.006999999999999999,0.022000000000000002,0.433,0.002,0.003,0.003,0.767,0.0004,0.41600000000000004,0.107,0.7879999999999999,0.006,0.013000000000000001,0.068,0.006999999999999999,0.015,0.573,0.003,0.037000000000000005,3.6,54.4,0.8,12.3,0.14,2.3,24.1,4.4,59.3,0.5,10.7,0.09,2.4,25.0,False,False
5548,Э76ХФ,54.0,44.3833333,21.783333300000002,44.3833333,0.32455,0.157904,0.183204,0.158211,0.0396659,1548.0,1572.0,12.870255,13873.9097169,115.7,1.0,18.93,0.141,0.05,0.321,0.049,0.02,0.049769,0.17300000000000001,0.27,0.284,5037.0,0.002,0.537,0.287,0.09300000000000001,0.638,0.006,0.011000000000000001,0.063,0.006999999999999999,0.019,0.439,0.002,0.003,0.003,0.763,0.0002,0.419,0.09300000000000001,0.795,0.005,0.012,0.063,0.008,0.015,0.57,0.003,0.037000000000000005,3.8,56.3,0.4,13.9,0.11,2.3,24.8,4.6,57.9,0.5,11.0,0.11,2.5,22.9,False,False
5549,Э76ХФ,43.0,43.85,13.733333300000002,43.85,0.40823000000000004,0.10786400000000002,0.125675,0.258828,0.0399249,1582.0,1574.0,12.140367,12932.038835,117.0,1.0,17.644000000000002,0.106,0.05,0.436,0.03,0.02,0.050094,0.349,0.179,0.19399999999999998,2960.0,0.002,0.483,0.327,0.102,0.68,0.01,0.01,0.07,0.011000000000000001,0.021,0.349,0.001,0.003,0.003,0.774,0.0003,0.41600000000000004,0.10099999999999999,0.789,0.009000000000000001,0.012,0.07,0.012,0.013999999999999999,0.568,0.002,0.037000000000000005,4.1,53.1,0.4,15.5,0.26,2.3,23.4,4.2,50.7,0.3,13.2,0.1,2.3,22.3,False,False
5550,Э76ХФ,45.0,42.533333299999995,17.2,42.533333299999995,0.32718,0.164576,0.155749,0.147504,0.04102,1563.0,1573.0,12.0084806,12795.348837200001,114.2,1.0,16.992,0.12700000000000003,0.05,0.324,0.028999999999999998,0.02,0.05146799999999999,0.16699999999999998,0.22899999999999998,0.29600000000000004,3668.0,0.002,0.523,0.278,0.085,0.648,0.006,0.01,0.057999999999999996,0.008,0.021,0.444,0.002,0.003,0.003,0.758,0.0002,0.419,0.086,0.7829999999999999,0.005,0.011000000000000001,0.059000000000000004,0.009000000000000001,0.016,0.5660000000000001,0.003,0.039,3.7,44.4,0.6,12.9,0.15,2.3,19.6,4.0,50.3,0.4,16.6,0.23,2.2,23.1,False,False
5551,Э76ХФ,34.0,41.85,20.1833333,41.85,0.359675,0.138444,0.157155,0.15046199999999998,0.0404438,1555.0,1565.0,10.5275986,13291.164327,112.7,1.0,14.686,0.12500000000000003,0.05,0.369,0.028999999999999998,0.02,0.050745,0.171,0.231,0.249,4471.0,0.002,0.475,0.302,0.09,0.652,0.006,0.011000000000000001,0.068,0.008,0.022000000000000002,0.426,0.002,0.003,0.003,0.779,0.0003,0.419,0.08900000000000001,0.784,0.006,0.011000000000000001,0.067,0.009000000000000001,0.018000000000000002,0.5660000000000001,0.003,0.039,3.7,52.3,0.6,14.7,0.11,2.2,24.1,4.7,50.6,0.6,9.5,0.06,2.3,21.8,False,False
5552,Э76ХФ,38.0,41.9,20.1333333,41.9,0.258025,0.11954000000000001,0.104643,0.119853,0.0402134,1542.0,1575.0,10.706186599999999,12695.3642384,113.5,1.0,14.95,0.12600000000000003,0.05,0.249,0.027999999999999997,0.02,0.050456,0.14400000000000002,0.153,0.215,4260.0,0.002,0.5770000000000001,0.315,0.081,0.69,0.006,0.01,0.057999999999999996,0.008,0.02,0.45899999999999996,0.002,0.003,0.003,0.778,0.0003,0.41700000000000004,0.081,0.78,0.005,0.011000000000000001,0.057999999999999996,0.009000000000000001,0.016,0.5770000000000001,0.003,0.038,3.7,57.8,0.1,14.9,0.07,2.3,25.2,3.9,65.2,0.7,5.6,0.06,2.8,23.1,False,False
5553,Э76ХФ,40.0,46.3833333,29.366666700000003,46.3833333,0.27187,0.112312,0.08971699999999999,0.107025,0.039982300000000005,1542.0,1602.0,7.977235799999999,12775.7094211,113.8,1.0,12.265,0.10400000000000001,0.05,0.268,0.047,0.02,0.050166,0.13,0.131,0.20199999999999999,6253.0,0.002,0.58,0.321,0.087,0.7120000000000001,0.006999999999999999,0.01,0.064,0.008,0.019,0.473,0.002,0.003,0.003,0.7759999999999999,0.0002,0.415,0.086,0.7809999999999999,0.006,0.011000000000000001,0.065,0.009000000000000001,0.016,0.5589999999999999,0.003,0.037000000000000005,3.4,50.6,1.0,30.4,0.18,2.5,20.1,4.1,58.3,0.7,15.1,0.14,2.6,22.4,False,False
5554,Э76ХФ,41.0,41.8666667,19.15,41.8666667,0.33857,0.147896,0.13456700000000002,0.148137,0.040847,1554.0,1575.0,10.032469099999998,13156.1357702,119.3,1.0,13.972999999999999,0.103,0.05,0.342,0.028999999999999998,0.02,0.051251,0.17600000000000002,0.19699999999999998,0.266,4199.0,0.002,0.528,0.302,0.091,0.677,0.005,0.011000000000000001,0.065,0.008,0.02,0.441,0.002,0.003,0.003,0.769,0.0002,0.42100000000000004,0.08900000000000001,0.784,0.005,0.012,0.065,0.008,0.017,0.57,0.003,0.037000000000000005,3.7,53.3,0.7,13.8,0.09,2.4,22.0,4.3,56.3,0.4,7.1,0.07,2.5,22.4,False,False
5555,Э76ХФ,13.0,41.05,15.683333300000001,41.05,0.35696500000000003,0.131772,0.127699,0.13926,0.040732300000000006,1562.0,1571.0,10.7276492,13546.865037200001,115.5,1.0,14.679,0.12500000000000003,0.05,0.368,0.027999999999999997,0.02,0.051107,0.165,0.187,0.237,3541.0,0.002,0.47700000000000004,0.308,0.078,0.672,0.005,0.012,0.055,0.006999999999999999,0.019,0.44,0.002,0.003,0.003,0.7759999999999999,0.0003,0.418,0.076,0.7829999999999999,0.004,0.011000000000000001,0.054000000000000006,0.008,0.013000000000000001,0.5710000000000001,0.003,0.038,3.9,48.9,0.4,11.6,0.09,2.3,21.0,5.4,56.8,0.4,11.1,0.07,2.4,23.3,False,False
5556,Э76ХФ,14.0,41.7,15.5333333,41.7,0.311055,0.11286800000000001,0.097072,0.109497,0.04102,1560.0,1573.0,6.3316547,13163.9484979,112.9,1.0,8.801,0.10400000000000001,0.05,0.316,0.027999999999999997,0.02,0.05146799999999999,0.131,0.142,0.203,3408.0,0.002,0.528,0.319,0.102,0.6970000000000001,0.006,0.011000000000000001,0.066,0.006999999999999999,0.02,0.47,0.002,0.003,0.003,0.765,0.0002,0.41600000000000004,0.102,0.785,0.005,0.013000000000000001,0.067,0.008,0.019,0.5720000000000001,0.003,0.039,4.4,53.6,0.3,14.2,0.08,2.3,23.3,4.7,55.1,0.4,7.4,0.06,2.6,21.4,False,False
