;t вып-обр;t обработка;ПСН гр.;чист расход C;чист расход Si;чист расход V;температура первая;температура последняя;Ar (интенс.);эл. энергия (интенс.);произв жидкая сталь;произв количество обработок;расход газ Ar;сыпуч известь РП;сыпуч кокс пыль УСТК;сыпуч  шпат плав.;ферспл CaC2;ферспл  FeV-80;ферспл  фх850А;эл. энергия;химсталь первый Al_1;химсталь первый C_1;химсталь первый Cr_1;химсталь первый Cu_1;химсталь первый Mn_1;химсталь первый N_1;химсталь первый Ni_1;химсталь первый P_1;химсталь первый S_1;химсталь первый Si_1;химсталь первый Ti_1;химсталь первый V_1;химсталь последний Al;химсталь последний C;химсталь последний Ca;химсталь последний Cr;химсталь последний Mn;химсталь последний Mo;химсталь последний N;химсталь последний P;химсталь последний S;химсталь последний Si;химсталь последний Ti;химсталь последний V;химшлак первый Al2O3_1;химшлак первый CaO_1;химшлак первый FeO_1;химшлак первый MgO_1;химшлак первый MnO_1;химшлак первый R_1;химшлак первый SiO2_1;химшлак последний Al2O3;химшлак последний CaO;химшлак последний FeO;химшлак последний MgO;химшлак последний MnO;химшлак последний R;химшлак последний SiO2
2730;25,0;46,1833333;3,6267496;0,5196884;0,156307;0,0939207;1585,0;1582,0;14,665803099999998;12559,1939547;115,9;1,0;9,435;0,147;0,05;0,029;0,02;0,104709;0,172;4155,0;0,002;0,434;0,211;0,099;0,6609999999999999;0,011;0,077;0,008;0,02;0,422;0,002;0,003;0,003;0,848;0,0003;0,293;0,805;0,008;0,015;0,009000000000000001;0,017;0,5489999999999999;0,003;0,085;4,0;56,9;0,7;11,7;0,14;2,3;24,8;4,7;52,3;0,6;12,4;0,14;2,2;23,6
2731;32,0;52,5666667;3,8391357;0,5259954000000001;0,113502;0,0945019;1526,0;1574,0;13,765503099999998;11831,0764735;116,1;1,0;11,173;0,17800000000000002;0,05;0,031;0,02;0,104637;0,147;6747,0;0,002;0,464;0,226;0,098;0,693;0,009000000000000001;0,076;0,008;0,021;0,44;0,002;0,003;0,003;0,84;0,0007;0,295;0,792;0,008;0,016;0,009000000000000001;0,016;0,536;0,003;0,084;4,1;48,5;0,5;9,4;0,11;2,4;20,2;4,7;57,7;1,0;8,7;0,16;2,3;25,0
2732;29,0;50,8666667;3,3509934;0,538087;0,194042;0,0956718;1610,0;1582,0;11,9348097;12677,8195489;116,4;1,0;9,581;0,224;0,05;0,06;0,02;0,106156;0,2;3747,0;0,001;0,452;0,201;0,1;0,6509999999999999;0,008;0,065;0,008;0,02;0,392;0,001;0,003;0,003;0,8490000000000001;0,0006;0,299;0,804;0,006;0,015;0,009000000000000001;0,016;0,535;0,002;0,085;4,9;53,5;1,4;7,7;0,17;2,2;24,8;4,9;56,2;1,0;9,0;0,14;2,4;23,8
2733;13,0;48,2;3,0403507000000003;0,5012234;0,161978;0,0932304;1587,0;1568,0;12,0821622;12319,5979899;113,2;1,0;11,175999999999998;0,222;0,05;0,032;0,02;0,102828;0,222;4086,0;0,001;0,468;0,187;0,095;0,655;0,011;0,064;0,006999999999999999;0,02;0,414;0,001;0,003;0,002;0,85;0,0003;0,3;0,797;0,005;0,015;0,008;0,015;0,546;0,002;0,085;3,9;51,3;0,8;16,8;0,39;2,0;25,5;3,4;55,3;0,8;10,5;0,15;2,1;26,5
2734;9,0;45,55;4,9749373;0,31730640000000004;0,180827;0,0397707;1569,0;1623,0;12,542700300000002;13095,2486188;115,2;1,0;19,044;0,211;0,05;0,025;0,02;0,049732;0,212;6584,0;0,002;0,5379999999999999;0,311;0,08199999999999999;0,7170000000000001;0,008;0,056;0,012;0,02;0,431;0,002;0,004;0,004;0,77;0,0006;0,419;0,7959999999999999;0,005;0,009000000000000001;0,012;0,013;0,57;0,003;0,039;3,8;59,7;0,6;11,9;0,14;2,6;22,6;4,6;57,9;0,7;11,3;0,14;2,3;25,6
2735;16,0;53,8833333;2,960262;0,3845449;0,188353;0,0396267;1564,0;1590,0;10,6596969;11737,4013677;115,4;1,0;19,146;0,303;0,05;0,028;0,02;0,049552;0,16699999999999998;6198,0;0,002;0,482;0,338;0,11;0,703;0,008;0,07200000000000001;0,012;0,022;0,424;0,002;0,003;0,003;0,775;0,0003;0,424;0,8009999999999999;0,006;0,011;0,013;0,018000000000000002;0,5589999999999999;0,002;0,038;4,7;52,8;0,9;15,0;0,2;2,1;24,9;5,2;56,9;1,0;9,2;0,16;2,3;24,6
2736;24,0;45,5333333;3,4546175000000003;0,3925888;0,16631700000000002;0,0396555;1551,0;1578,0;10,6205377;12973,215499700002;113,5;1,0;15,800999999999998;0,14300000000000002;0,05;0,053;0,02;0,049588;0,204;5301,0;0,002;0,477;0,316;0,102;0,7240000000000001;0,009000000000000001;0,07;0,009000000000000001;0,02;0,443;0,002;0,004;0,003;0,7609999999999999;0,0003;0,431;0,797;0,006;0,01;0,01;0,015;0,557;0,003;0,038;4,2;52,6;0,5;15,6;0,11;2,2;24,0;4,8;54,1;1,0;12,4;0,15;2,1;25,5
2737;26,0;45,8666667;3,3162706;0,4270557;0,190548;0,0401178;1569,0;1584,0;9,1289989;12368,0;117,4;1,0;13,729;0,175;0,05;0,031;0,02;0,050166;0,231;4638,0;0,002;0,43;0,306;0,113;0,688;0,009000000000000001;0,076;0,009000000000000001;0,022;0,414;0,002;0,003;0,003;0,767;0,0003;0,419;0,7959999999999999;0,006999999999999999;0,011;0,009000000000000001;0,017;0,5589999999999999;0,002;0,038;3,5;53,5;0,6;16,2;0,15;2,1;25,3;5,2;56,5;1,0;9,9;0,17;2,2;25,1
2738;14,0;49,0166667;2,7818182;0,4356937;0,2262;0,0402337;1564,0;1572,0;15,659969199999995;11960,0229753;117,2;1,0;25,417;0,21;0,05;0,040999999999999995;0,02;0,050311;0,271;5784,0;0,002;0,436;0,28800000000000003;0,108;0,608;0,01;0,07200000000000001;0,006999999999999999;0,023;0,393;0,002;0,002;0,003;0,773;0,0004;0,417;0,787;0,006;0,011;0,008;0,016;0,56;0,002;0,038;4,5;51,0;0,4;14,3;0,14;2,1;24,7;4,5;54,4;1,0;10,1;0,18;2,2;25,2
2739;16,0;42,85;3,0;0,4402827;0,250659;0,0397707;1601,0;1580,0;18,9089982;11952,6760563;115,8;1,0;26,793000000000006;0,338;0,05;0,046;0,02;0,049732;0,241;3536,0;0,001;0,383;0,3;0,099;0,638;0,008;0,063;0,009000000000000001;0,026;0,38;0,001;0,003;0,003;0,7490000000000001;0,0005;0,418;0,797;0,005;0,011;0,01;0,013;0,569;0,003;0,039;3,0;48,0;0,6;19,5;0,82;1,9;25,6;4,6;56,4;0,9;9,6;0,18;2,2;25,4
2740;13,0;45,2;2,0;0,4466532999999999;0,238838;0,0404072;1575,0;1578,0;20,539140300000003;12214,285714299998;116,9;1,0;30,261;0,146;0,05;0,027000000000000003;0,02;0,050528;0,239;4750,0;0,002;0,42;0,298;0,106;0,6409999999999999;0,009000000000000001;0,066;0,008;0,024;0,394;0,001;0,003;0,003;0,7659999999999999;0,0003;0,416;0,789;0,006;0,01;0,009000000000000001;0,017;0,5820000000000001;0,003;0,038;3,9;46,0;0,7;13,2;0,28;2,0;22,6;4,9;53,0;0,4;13,0;0,12;2,1;24,8
2741;14,0;45,35;2,99082745;0,4045827;0,143713;0,038324800000000006;1560,0;1579,0;11,8533107;12245,8616011;112,6;1,0;17,454;0,139;0,05;0,027000000000000003;0,02;0,047924;0,241;5014,0;0,002;0,438;0,298;0,099;0,652;0,009000000000000001;0,064;0,006999999999999999;0,021;0,448;0,001;0,003;0,003;0,774;0,0003;0,418;0,794;0,006;0,01;0,008;0,017;0,557;0,003;0,038;4,0;53,3;0,6;14,5;0,13;2,3;23,4;4,8;57,2;0,5;14,7;0,07;2,4;23,5
2742;8,0;50,55;2,99082745;0,3523954;0,15321500000000002;0,0384696;1544,0;1584,0;8,680777699999998;12376,804441700002;113,7;1,0;14,263;0,135;0,05;0,065;0,02;0,048105;0,182;5573,0;0,002;0,482;0,328;0,107;0,677;0,011;0,069;0,009000000000000001;0,026;0,443;0,001;0,003;0,002;0,779;0,0003;0,419;0,7929999999999999;0,006;0,011;0,009000000000000001;0,019;0,561;0,003;0,037000000000000005;3,4;49,9;0,6;10,0;0,08;2,5;20,0;3,8;51,1;0,5;7,1;0,07;2,4;21,3
2743;14,0;42,1833333;2,4624886000000004;0,4308297;0,208877;0,0396555;1596,0;1577,0;12,548180699999998;11895,9292035;117,3;1,0;17,435;0,09;0,05;0,039;0,02;0,049588;0,251;3734,0;0,001;0,43;0,29600000000000004;0,102;0,619;0,01;0,07;0,006999999999999999;0,024;0,398;0,001;0,003;0,003;0,765;0,0003;0,418;0,7909999999999999;0,006;0,011;0,008;0,016;0,564;0,002;0,038;3,6;52,9;0,5;13,3;0,19;2,0;26,1;4,4;54,0;0,4;14,0;0,11;2,1;25,5
2744;5,0;40,5333333;2,99082745;0,34751740000000003;0,194799;0,039857800000000006;1569,0;1580,0;14,8810855;11558,6206897;116,7;1,0;20,106;0,085;0,05;0,08;0,02;0,049841;0,242;4190,0;0,002;0,498;0,303;0,098;0,635;0,01;0,064;0,006;0,024;0,417;0,001;0,002;0,003;0,77;0,0005;0,422;0,7879999999999999;0,006999999999999999;0,012;0,006999999999999999;0,018000000000000002;0,5579999999999999;0,002;0,037000000000000005;3,4;48,9;0,9;18,4;0,31;2,1;23,1;3,5;52,7;0,6;18,2;0,18;2,0;25,8
2745;4,0;44,05;3,0896293;0,3720213;0,151114;0,0397707;1561,0;1580,0;25,7461975;11608,8765603;117,0;1,0;37,804;0,14;0,05;0,07200000000000001;0,02;0,049732;0,179;4650,0;0,002;0,445;0,325;0,101;0,6609999999999999;0,009000000000000001;0,065;0,008;0,025;0,426;0,001;0,003;0,003;0,79;0,0003;0,414;0,797;0,006;0,011;0,01;0,017;0,5529999999999999;0,003;0,038;3,2;44,6;0,7;8,2;0,22;2,6;17,4;4,7;55,9;0,5;9,1;0,1;2,5;22,1
2746;5,0;44,05;2,0851393;0,3020762;0,144514;0,0388454;1586,0;1574,0;10,200909800000002;11295,7178841;113,4;1,0;14,95;0,116;0,05;0,061;0,02;0,048575;0,146;3737,0;0,002;0,52;0,34700000000000003;0,113;0,703;0,01;0,066;0,009000000000000001;0,023;0,441;0,001;0,003;0,003;0,772;0,0005;0,415;0,792;0,006;0,011;0,009000000000000001;0,016;0,555;0,003;0,038;3,4;52,1;0,4;12,5;0,15;2,3;22,8;3,9;59,5;1,0;11,1;0,09;2,6;23,0
2747;7,0;45,0166667;3,0;0,3365133;0,196682;0,0399154;1586,0;1578,0;14,4081325;11732,9376855;116,9;1,0;21,26;0,136;0,05;0,05;0,02;0,049913;0,239;3295,0;0,002;0,494;0,306;0,097;0,687;0,009000000000000001;0,064;0,008;0,022;0,412;0,001;0,003;0,003;0,759;0,0004;0,421;0,7879999999999999;0,006;0,011;0,009000000000000001;0,016;0,562;0,003;0,039;3,9;48,6;0,5;13,4;0,21;2,1;22,8;3,8;50,5;0,4;11,3;0,13;2,2;22,9
2748;8,0;44,85;3,4605209;0,3590197;0,165037;0,039857800000000006;1555,0;1576,0;14,8275568;12149,3449782;117,0;1,0;21,224;0,086;0,05;0,049;0,02;0,049841;0,251;4637,0;0,002;0,456;0,298;0,1;0,66;0,011;0,079;0,005;0,021;0,4370000000000001;0,002;0,002;0,003;0,768;0,0003;0,418;0,787;0,006999999999999999;0,013;0,006;0,014;0,557;0,003;0,037000000000000005;3,5;56,5;0,6;13,1;0,15;2,6;21,8;4,9;60,8;0,5;8,0;0,07;2,7;22,5
2749;10,0;42,8333333;2,7338869;0,3154915;0,17236;0,0386431;1591,0;1590,0;18,5203891;12291,4789422;113,2;1,0;26,443;0,086;0,05;0,05;0,02;0,048322;0,191;3486,0;0,002;0,495;0,327;0,101;0,685;0,01;0,07;0,009000000000000001;0,022;0,426;0,001;0,003;0,003;0,7609999999999999;0,0003;0,419;0,789;0,006;0,012;0,009000000000000001;0,017;0,56;0,002;0,038;3,7;45,0;0,8;14,8;0,14;2,1;21,4;4,1;54,1;0,7;18,2;0,19;2,2;24,8
2750;12,0;54,85;3,7585752;0,351265;0,154343;0,0382672;1568,0;1622,0;14,7828971;13384,0870063;111,8;1,0;26,987;0,16;0,05;0,05;0,02;0,047852;0,235;6495,0;0,002;0,483;0,302;0,11;0,669;0,011;0,075;0,006999999999999999;0,024;0,428;0,001;0,003;0,003;0,76;0,0004;0,422;0,794;0,006;0,012;0,006999999999999999;0,014;0,5589999999999999;0,003;0,038;3,2;57,0;0,2;13,6;0,33;2,2;25,7;3,5;58,3;0,6;9,5;0,15;2,2;26,4
2751;25,0;43,8666667;3,7065502;0,32239;0,189467;0,038903;1552,0;1594,0;12,6348784;12969,4736842;114,9;1,0;18,475;0,162;0,06;0,076;0,02;0,048647;0,244;5476,0;0,002;0,493;0,3;0,106;0,657;0,011;0,07400000000000001;0,006999999999999999;0,024;0,417;0,001;0,003;0,003;0,753;0,0004;0,421;0,7929999999999999;0,006;0,012;0,008;0,015;0,5489999999999999;0,002;0,037000000000000005;4,4;51,2;1,0;16,5;0,45;2,1;25,0;3,9;56,8;0,5;10,9;0,13;2,1;26,5
2752;16,0;58,05;3,0;0,3844;0,222615;0,0405232;1550,0;1588,0;21,6320413;12378,9140749;118,3;1,0;41,858;0,184;0,05;0,075;0,02;0,050673;0,29600000000000004;6523,0;0,001;0,447;0,281;0,085;0,598;0,01;0,071;0,006;0,022;0,39;0,001;0,003;0,003;0,7759999999999999;0,0004;0,418;0,784;0,005;0,013;0,006999999999999999;0,015;0,556;0,002;0,037000000000000005;3,4;52,1;0,6;14,1;0,43;2,0;25,5;3,7;53,9;0,3;12,1;0,1;2,1;25,4
2753;1,0;46,3666667;3,8327474;0,122185;0,162193;0,0371677;1569,0;1605,0;11,1051516;13255,1942902;108,5;1,0;16,886;0,252;0,04;0,045;0,01;0,046477;0,241;4643,0;0,001;0,468;0,29;0,08900000000000001;0,65;0,01;0,063;0,008;0,023;0,433;0,001;0,003;0,003;0,76;0,0003;0,418;0,7959999999999999;0,005;0,011;0,009000000000000001;0,015;0,5579999999999999;0,002;0,039;3,0;54,4;0,9;13,9;1,0;2,1;25,6;3,2;55,3;0,3;12,1;0,33;2,1;26,1
2754;34,0;47,21666670000001;4,742156099999999;0,397155;0,176566;0,039857800000000006;1524,0;1572,0;12,8730245;13802,5719535;117,2;1,0;19,685;0,146;0,05;0,049;0,02;0,049841;0,293;6261,0;0,002;0,487;0,279;0,093;0,625;0,009000000000000001;0,075;0,006;0,02;0,422;0,002;0,002;0,003;0,75;0,0002;0,421;0,7859999999999999;0,009000000000000001;0,011;0,006999999999999999;0,016;0,555;0,003;0,037000000000000005;3,9;53,7;0,4;13,2;0,29;2,2;24,0;3,7;50,8;0,4;8,3;0,14;2,4;21,0
2755;40,0;42,8833333;4,3244223;0,378615;0,157109;0,0384696;1534,0;1581,0;13,8332068;13288,5734564;113,4;1,0;19,232;0,151;0,06;0,083;0,02;0,048105;0,255;5201,0;0,002;0,455;0,29100000000000004;0,108;0,669;0,009000000000000001;0,07;0,006999999999999999;0,023;0,435;0,001;0,003;0,003;0,78;0,0003;0,417;0,789;0,006999999999999999;0,011;0,008;0,013;0,562;0,003;0,038;3,9;53,4;0,5;11,7;0,24;2,2;24,8;3,6;56,3;0,3;11,7;0,28;2,2;26,1
2756;36,0;44,8666667;2,9681172;0,40199;0,225858;0,039366000000000005;1563,0;1574,0;16,984323899999996;12215,8273381;115,7;1,0;25,401;0,34600000000000003;0,05;0,05;0,02;0,049226;0,294;4245,0;0,001;0,451;0,276;0,086;0,632;0,011;0,069;0,006999999999999999;0,022;0,379;0,001;0,003;0,003;0,747;0,0003;0,416;0,784;0,006;0,014;0,008;0,014;0,561;0,003;0,038;3,3;49,4;0,6;14,2;0,48;1,9;26,2;3,6;54,1;0,5;11,6;0,21;2,1;25,9
2757;34,0;44,05;3,7889101;0,35425;0,197363;0,0395108;1571,0;1579,0;25,5370735;12415,304347799998;116,2;1,0;37,426;0,227;0,05;0,059;0,02;0,049407;0,274;3966,0;0,002;0,466;0,29;0,098;0,6609999999999999;0,01;0,07400000000000001;0,008;0,023;0,41;0,001;0,003;0,003;0,784;0,0004;0,412;0,777;0,006999999999999999;0,014;0,009000000000000001;0,016;0,5579999999999999;0,002;0,037000000000000005;3,4;50,1;0,7;15,9;0,58;2,0;25,1;3,6;53,9;0,5;13,1;0,17;2,1;25,8
2758;38,0;43,05;3,7083906;0,28918;0,118043;0,0370517;1528,0;1576,0;21,5602787;13397,4683544;108,8;1,0;30,939;0,177;0,05;0,084;0,02;0,046332;0,214;5292,0;0,002;0,532;0,308;0,111;0,7290000000000001;0,011;0,08900000000000001;0,008;0,021;0,464;0,002;0,003;0,003;0,769;0,0003;0,416;0,79;0,011;0,012;0,008;0,014;0,56;0,003;0,038;3,4;54,5;0,5;15,2;0,17;2,2;25,0;3,3;56,5;0,3;11,5;0,25;2,2;25,9
2759;41,0;42,0666667;3,0;0,408725;0,208938;0,0403497;1546,0;1579,0;18,7445325;13189,3333333;119,1;1,0;26,284;0,227;0,05;0,077;0,02;0,050456;0,303;4946,0;0,002;0,448;0,281;0,111;0,639;0,01;0,07400000000000001;0,008;0,025;0,405;0,001;0,003;0,003;0,7609999999999999;0,0004;0,422;0,7879999999999999;0,006999999999999999;0,013;0,009000000000000001;0,016;0,5670000000000001;0,003;0,038;4,1;53,6;0,6;13,7;0,19;2,1;25,3;4,1;55,5;0,3;11,5;0,13;2,1;26,7
2760;33,0;47,3666667;3,0429907000000003;0,41456;0,299581;0,0383536;1587,0;1599,0;19,4384923;12261,886204200002;113,4;1,0;28,364;0,472;0,05;0,051;0,02;0,04796;0,248;4370,0;0,002;0,431;0,295;0,11;0,649;0,01;0,07;0,013;0,027000000000000003;0,32;0,001;0,005;0,003;0,78;0,0005;0,416;0,79;0,006;0,013;0,015;0,017;0,537;0,002;0,04;4,1;47,7;0,8;15,8;1,2;1,7;27,3;3,7;55,9;0,4;11,8;0,17;2,1;26,8
2761;37,0;44,3666667;3,2107023;0,41162;0,211018;0,0392501;1552,0;1572,0;20,1669113;13332,3741007;116,0;1,0;29,763;0,19;0,05;0,02;0,02;0,049081;0,28800000000000003;4633,0;0,002;0,43;0,28300000000000003;0,105;0,627;0,011;0,08199999999999999;0,006999999999999999;0,023;0,394;0,001;0,003;0,003;0,759;0,0003;0,419;0,7859999999999999;0,01;0,014;0,008;0,015;0,5539999999999999;0,002;0,037000000000000005;3,6;49,3;0,9;17,5;0,73;1,9;26,1;4,7;56,2;0,4;14,5;0,1;2,3;24,1
2762;38,0;47,8666667;2,8423475;0,41035;0,237581;0,0396555;1586,0;1585,0;16,371353699999997;12179,5419847;115,6;1,0;26,035;0,392;0,05;0,044;0,02;0,049588;0,302;4432,0;0,002;0,449;0,277;0,119;0,611;0,011;0,07;0,008;0,025;0,378;0,001;0,003;0,003;0,755;0,0003;0,422;0,799;0,006999999999999999;0,012;0,009000000000000001;0,018000000000000002;0,5529999999999999;0,002;0,039;3,0;47,5;1,0;14,7;0,78;1,9;25,3;4,7;56,2;1,0;9,3;0,18;2,2;25,3
2763;7,0;45,5666667;1,9714286;0,5097149999999999;0,366745;0,0376307;1642,0;1581,0;24,3728442;10991,0338518;112,7;1,0;35,801;0,4370000000000001;0,4970000000000001;0,027000000000000003;0,02;0,047056;0,411;3337,0;0,001;0,34;0,213;0,126;0,488;0,008;0,122;0,012;0,031;0,263;0,001;0,002;0,003;0,753;0,0004;0,413;0,7909999999999999;0,006999999999999999;0,012;0,014;0,021;0,555;0,002;0,037000000000000005;3,3;48,4;0,9;14,7;0,59;1,8;27,5;3,9;57,2;0,6;10,6;0,25;2,2;26,3
2764;6,0;44,7;4,1515054;0,40388;0,14998399999999998;0,0396843;1551,0;1581,0;23,3154362;12478,1577111;114,2;1,0;17,37;0,209;0,05;0,071;0,02;0,049624;0,212;4967,0;0,001;0,4370000000000001;0,317;0,11;0,679;0,009000000000000001;0,084;0,008;0,026;0,441;0,001;0,003;0,002;0,75;0,0002;0,414;0,7929999999999999;0,009000000000000001;0,009000000000000001;0,009000000000000001;0,022;0,544;0,002;0,038;3,5;46,4;1,1;18,6;0,32;1,9;24,3;3,6;55,8;0,7;10,9;0,25;2,1;26,8
2765;9,0;52,2;3,0476751;0,416525;0,183819;0,0390478;1577,0;1584,0;17,051149399999996;12121,3135866;114,5;1,0;29,669;0,272;0,05;0,027000000000000003;0,02;0,048828;0,239;5229,0;0,002;0,436;0,302;0,106;0,68;0,01;0,069;0,009000000000000001;0,023;0,424;0,002;0,003;0,003;0,777;0,0004;0,418;0,7979999999999999;0,006999999999999999;0,01;0,009000000000000001;0,016;0,55;0,002;0,038;3,6;49,4;1,4;16,3;0,64;2,1;24,1;3,4;56,6;0,6;9,5;0,21;2,1;26,5
2766;18,0;41,5166667;3,57246;0,398448;0,192874;0,0392789;1588,0;1587,0;16,094588;12601,4962594;112,5;1,0;22,139;0,3;0,05;0,028;0,02;0,049117;0,3;4211,0;0,002;0,464;0,277;0,109;0,615;0,009000000000000001;0,062;0,006999999999999999;0,022;0,409;0,001;0,002;0,003;0,758;0,0004;0,419;0,792;0,006;0,012;0,008;0,018000000000000002;0,555;0,002;0,038;3,9;49,6;0,6;17,7;0,33;1,9;26,8;3,5;56,9;0,7;9,6;0,19;2,1;27,2
2767;17,0;45,71666670000001;3,7197191;0,332089;0,193361;0,0384472;1606,0;1627,0;15,112043300000002;12047,4576271;111,6;1,0;18,613;0,239;0,05;0,02;0,02;0,048286;0,258;5331,0;0,002;0,491;0,289;0,1;0,655;0,008;0,059;0,011;0,022;0,417;0,001;0,003;0,003;0,7509999999999999;0,0003;0,413;0,799;0,006;0,01;0,012;0,016;0,5589999999999999;0,002;0,038;3,2;48,7;0,6;18,8;0,33;1,9;26,3;3,5;53,1;0,5;12,2;0,17;2,1;26,0
2768;12,0;49,05;3,42877;0,421334;0,25512;0,0397726;1606,0;1604,0;16,7975533;12653,4653465;116,4;1,0;25,173;0,269;0,05;0,021;0,02;0,050275;0,343;4615,0;0,001;0,459;0,258;0,092;0,58;0,01;0,058;0,008;0,023;0,362;0,001;0,003;0,003;0,753;0,0003;0,413;0,799;0,006;0,012;0,009000000000000001;0,019;0,563;0,002;0,039;2,9;46,4;1,2;17,1;0,77;1,9;24,6;3,8;53,0;0,6;12,6;0,2;2,1;26,4
2769;6,0;44,8666667;2,6416569;0,493595;0,23934;0,0400012;1619,0;1588,0;18,8119092;11623,304347799998;116,4;1,0;28,082;0,204;0,05;0,084;0,02;0,050564;0,281;3713,0;0,002;0,384;0,284;0,096;0,606;0,009000000000000001;0,063;0,006999999999999999;0,032;0,37;0,001;0,003;0,003;0,769;0,0004;0,413;0,779;0,006;0,013;0,008;0,022;0,56;0,002;0,038;3,7;49,8;0,9;14,9;0,51;1,9;26,0;4,3;54,5;1,0;9,4;0,24;2,1;26,0
2770;13,0;42,5666667;3,8100775;0,344475;0,155415;0,038256;1598,0;1578,0;18,4414422;12415,3846154;112,3;1,0;25,859;0,076;0,05;0,05;0,02;0,048358;0,177;3497,0;0,002;0,49;0,33;0,1;0,731;0,009000000000000001;0,07;0,011;0,023;0,442;0,002;0,004;0,003;0,755;0,0006;0,414;0,797;0,006999999999999999;0,009000000000000001;0,011;0,017;0,5660000000000001;0,003;0,04;3,7;52,7;3,7;13,0;0,42;2,1;25,0;3,7;54,8;0,7;12,0;0,21;2,1;26,3
2771;10,0;43,2;2,4210526000000003;0,337145;0,15013800000000002;0,0378264;1628,0;1584,0;17,2832388;11867,6806084;111,0;1,0;24,546999999999997;0,174;0,05;0,048;0,02;0,047814999999999996;0,233;2601,0;0,002;0,496;0,306;0,094;0,723;0,009000000000000001;0,066;0,01;0,02;0,44;0,001;0,003;0,002;0,7659999999999999;0,0003;0,418;0,7879999999999999;0,006999999999999999;0,01;0,011;0,016;0,5479999999999999;0,002;0,038;3,3;53,1;0,7;15,5;0,16;2,1;25,8;3,6;55,3;0,6;10,6;0,17;2,1;27,0
2772;15,0;41,2333333;3,1113886;0,3731535;0,193863;0,0384277;1555,0;1591,0;15,9575149;12541,7004049;112,1;1,0;21,618;0,208;0,05;0,056;0,02;0,048575;0,263;5163,0;0,001;0,455;0,28800000000000003;0,104;0,6709999999999999;0,009000000000000001;0,067;0,006;0,022;0,415;0,001;0,003;0,002;0,757;0,0003;0,414;0,7809999999999999;0,006999999999999999;0,012;0,006999999999999999;0,016;0,5489999999999999;0,002;0,038;3,5;50,9;0,5;17,3;0,27;2,0;25,0;3,9;55,7;0,6;11,1;0,2;2,1;26,0
2773;18,0;41,8833333;3,7757848;0,37571;0,187883;0,0396578;1539,0;1573,0;26,633267;12313,4390076;116,5;1,0;37,183;0,174;0,05;0,073;0,02;0,05013;0,226;4963,0;0,002;0,468;0,312;0,104;0,7170000000000001;0,008;0,075;0,01;0,025;0,429;0,002;0,003;0,003;0,773;0,0004;0,419;0,7909999999999999;0,008;0,011;0,011;0,018000000000000002;0,5429999999999999;0,003;0,038;3,6;49,4;1,1;14,2;0,28;2,0;24,9;3,7;55,6;0,6;10,7;0,22;2,2;25,8
2774;12,0;43,0333333;2,5796101;0,39156;0,206731;0,039085900000000014;1574,0;1577,0;13,8818928;11815,2301255;115,1;1,0;19,72;0,172;0,05;0,076;0,02;0,049407;0,278;3922,0;0,001;0,477;0,287;0,122;0,644;0,009000000000000001;0,086;0,008;0,023;0,411;0,001;0,003;0,003;0,784;0,0003;0,411;0,782;0,008;0,011;0,009000000000000001;0,017;0,5660000000000001;0,002;0,038;3,2;42,7;0,7;16,8;0,34;2,0;21,6;3,5;53,9;0,5;12,5;0,19;2,2;25,0
2775;16,0;48,85;2,0;0,396065;0,210331;0,038828;1572,0;1589,0;19,927341100000003;11829,317852;113,8;1,0;32,393;0,086;0,05;0,083;0,02;0,049081;0,279;4528,0;0,002;0,465;0,285;0,106;0,614;0,009000000000000001;0,068;0,006999999999999999;0,024;0,407;0,001;0,003;0,003;0,773;0,0003;0,42;0,7879999999999999;0,006;0,012;0,008;0,015;0,5479999999999999;0,002;0,038;3,3;51,4;1,3;14,3;0,65;2,0;25,1;3,8;55,4;0,9;10,0;0,24;2,1;26,4
2776;30,0;51,35;4,0726479;0,56907;0,176223;0,0926316;1555,0;1583,0;21,3065321;13752,6409496;114,3;1,0;22,289;0,376;0,05;0,065;0,02;0,102575;0,254;6437,0;0,002;0,404;0,173;0,113;0,574;0,009000000000000001;0,075;0,006999999999999999;0,028;0,392;0,001;0,003;0,003;0,848;0,0003;0,294;0,79;0,006999999999999999;0,015;0,009000000000000001;0,021;0,545;0,003;0,086;3,3;48,4;1,1;14,8;1,7;1,8;27,2;3,5;50,0;0,4;7,3;0,12;2,1;24,3
2777;35,0;50,7;3,0;0,556535;0,200997;0,0939969;1602,0;1584,0;18,4159664;12142,8331936;116,5;1,0;21,915;0,262;0,05;0,049;0,02;0,103696;0,249;4024,0;0,002;0,431;0,175;0,13;0,591;0,009000000000000001;0,079;0,008;0,031;0,385;0,001;0,002;0,003;0,8490000000000001;0,0003;0,29;0,795;0,008;0,016;0,009000000000000001;0,02;0,5489999999999999;0,002;0,085;3,3;48,1;1,4;15,1;0,97;1,8;27,3;3,4;56,1;0,4;7,9;0,11;2,0;28,0
2778;30,0;45,8666667;3,0553435;0,5701;0,198092;0,0928752;1600,0;1591,0;19,0051888;12788,3880825;115,8;1,0;20,552;0,34600000000000003;0,05;0,039;0,02;0,102033;0,236;4650,0;0,002;0,408;0,17800000000000002;0,108;0,607;0,009000000000000001;0,094;0,008;0,023;0,376;0,001;0,003;0,003;0,862;0,0004;0,289;0,79;0,008;0,015;0,01;0,017;0,545;0,002;0,084;5,1;42,2;1,3;22,1;0,92;1,7;25,0;3,6;55,6;0,7;11,2;0,24;2,1;26,5
